id	Nucleotide_id	NucleotideAccession	NucleotideAccessionVersion	NucleotideBioSampleAccession	NucleotideBioProjectAccession	NucleotideFirstAccession	NucleotideLastAccession	NucleotideOrganism	NucleotideTaxonomy	NucleotideDefinition	NucleotideDivision	NucleotideJournal	NucleotideLength	NucleotideMoleculeType	NucleotideReferenceTitle	NucleotideSeqDataName	NucleotideSource	NucleotideStrandedness	NucleotideTopology	NucleotideCreateDate	NucleotideUpdateDate	NucleotideGenBankComment	NucleotideAnnotationDate	NucleotideAnnotationMethod	NucleotideAnnotationPipeline	NucleotideAnnotationProvider	NucleotideAnnotationSoftwarerevision	NucleotideAssemblyDate	NucleotideAssemblyMethod	NucleotideAssemblyName	NucleotidetCDS	NucleotidetCDSCoding	NucleotidetCRISPRArrays	NucleotidetExpectedFinalVersion	NucleotidetFeaturesAnnotated	NucleotidetGenes	NucleotidetGenesCoding	NucleotidetGenesRNA	NucleotidetGenomeCoverage	NucleotidetGenomeRepresentation	NucleotidetncRNAs	NucleotidetPseudoGenes	NucleotidetPseudoGenesAmbResidues	NucleotidetPseudoGenesFrameshifted	NucleotidetPseudoGenesIncomplete	NucleotidetPseudoGenesInternalStop	NucleotidetPseudoGenesMultipleProblems	NucleotidetrRNAs	NucleotidetrRNAsComplete	NucleotidetrRNAsPartial	NucleotideSequencingTechnology	NucleotidetRNAs	NucleotideComment
313	428922860	ADTC00000000	ADTC00000000.1	SAMN02403102	PRJNA47685	ADTC01000001	ADTC01001395	Yersinia pestis YN1065	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN1065, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1395	DNA	Direct Submission	WGS	Yersinia pestis YN1065	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN1065 whole genome shotgun (WGS) project has the project accession ADTC00000000. This version of the project (01) has the accession number ADTC01000000, and consists of sequences ADTC01000001-ADTC01001395.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 57X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	57X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
314	428921464	ADTB00000000	ADTB00000000.1	SAMN02403101	PRJNA47685	ADTB01000001	ADTB01001362	Yersinia pestis SHAN12	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis SHAN12, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1362	DNA	Direct Submission	WGS	Yersinia pestis SHAN12	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis SHAN12 whole genome shotgun (WGS) project has the project accession ADTB00000000. This version of the project (01) has the accession number ADTB01000000, and consists of sequences ADTB01000001-ADTB01001362.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 43X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	43X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
315	428920101	ADTA00000000	ADTA00000000.1	SAMN02403100	PRJNA47685	ADTA01000001	ADTA01001173	Yersinia pestis SHAN11	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis SHAN11, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1173	DNA	Direct Submission	WGS	Yersinia pestis SHAN11	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis SHAN11 whole genome shotgun (WGS) project has the project accession ADTA00000000. This version of the project (01) has the accession number ADTA01000000, and consists of sequences ADTA01000001-ADTA01001173.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 56X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	56X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
316	428918927	ADSZ00000000	ADSZ00000000.1	SAMN02403099	PRJNA47685	ADSZ01000001	ADSZ01001082	Yersinia pestis MGJZ9	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis MGJZ9, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1082	DNA	Direct Submission	WGS	Yersinia pestis MGJZ9	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis MGJZ9 whole genome shotgun (WGS) project has the project accession ADSZ00000000. This version of the project (01) has the accession number ADSZ01000000, and consists of sequences ADSZ01000001-ADSZ01001082.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 59X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	59X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
317	428917844	ADSY00000000	ADSY00000000.1	SAMN02403098	PRJNA47685	ADSY01000001	ADSY01001325	Yersinia pestis MGJZ7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis MGJZ7, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1325	DNA	Direct Submission	WGS	Yersinia pestis MGJZ7	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis MGJZ7 whole genome shotgun (WGS) project has the project accession ADSY00000000. This version of the project (01) has the accession number ADSY01000000, and consists of sequences ADSY01000001-ADSY01001325.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 44X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	44X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
318	428916518	ADSX00000000	ADSX00000000.1	SAMN02403097	PRJNA47685	ADSX01000001	ADSX01001016	Yersinia pestis MGJZ6	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis MGJZ6, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1016	DNA	Direct Submission	WGS	Yersinia pestis MGJZ6	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis MGJZ6 whole genome shotgun (WGS) project has the project accession ADSX00000000. This version of the project (01) has the accession number ADSX01000000, and consists of sequences ADSX01000001-ADSX01001016.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 60X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	60X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
319	428915501	ADSW00000000	ADSW00000000.1	SAMN02403096	PRJNA47685	ADSW01000001	ADSW01001187	Yersinia pestis MGJZ3	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis MGJZ3, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1187	DNA	Direct Submission	WGS	Yersinia pestis MGJZ3	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis MGJZ3 whole genome shotgun (WGS) project has the project accession ADSW00000000. This version of the project (01) has the accession number ADSW01000000, and consists of sequences ADSW01000001-ADSW01001187.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 80X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	80X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
320	428914313	ADSV00000000	ADSV00000000.1	SAMN02403095	PRJNA47685	ADSV01000001	ADSV01001203	Yersinia pestis MGJZ12	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis MGJZ12, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1203	DNA	Direct Submission	WGS	Yersinia pestis MGJZ12	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis MGJZ12 whole genome shotgun (WGS) project has the project accession ADSV00000000. This version of the project (01) has the accession number ADSV01000000, and consists of sequences ADSV01000001-ADSV01001203.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 58X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	58X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
321	428913109	ADSU00000000	ADSU00000000.1	SAMN02403094	PRJNA47685	ADSU01000001	ADSU01000859	Yersinia pestis MGJZ11	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis MGJZ11, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	859	DNA	Direct Submission	WGS	Yersinia pestis MGJZ11	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis MGJZ11 whole genome shotgun (WGS) project has the project accession ADSU00000000. This version of the project (01) has the accession number ADSU01000000, and consists of sequences ADSU01000001-ADSU01000859.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 60X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	60X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
322	428912249	ADST00000000	ADST00000000.1	SAMN02403093	PRJNA47685	ADST01000001	ADST01001135	Yersinia pestis M0000002	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis M0000002, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1135	DNA	Direct Submission	WGS	Yersinia pestis M0000002	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis M0000002 whole genome shotgun (WGS) project has the project accession ADST00000000. This version of the project (01) has the accession number ADST01000000, and consists of sequences ADST01000001-ADST01001135.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 54X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	54X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
323	428911113	ADSS00000000	ADSS00000000.1	SAMN02403092	PRJNA47685	ADSS01000001	ADSS01001264	Yersinia pestis K21985002	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis K21985002, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1264	DNA	Direct Submission	WGS	Yersinia pestis K21985002	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis K21985002 whole genome shotgun (WGS) project has the project accession ADSS00000000. This version of the project (01) has the accession number ADSS01000000, and consists of sequences ADSS01000001-ADSS01001264.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 67X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	67X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
324	428909848	ADSR00000000	ADSR00000000.1	SAMN02403091	PRJNA47685	ADSR01000001	ADSR01000910	Yersinia pestis K11973002	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis K11973002, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	910	DNA	Direct Submission	WGS	Yersinia pestis K11973002	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis K11973002 whole genome shotgun (WGS) project has the project accession ADSR00000000. This version of the project (01) has the accession number ADSR01000000, and consists of sequences ADSR01000001-ADSR01000910.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 74X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	74X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
325	428908937	ADSQ00000000	ADSQ00000000.1	SAMN02403090	PRJNA47685	ADSQ01000001	ADSQ01001098	Yersinia pestis J1978002	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis J1978002, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1098	DNA	Direct Submission	WGS	Yersinia pestis J1978002	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis J1978002 whole genome shotgun (WGS) project has the project accession ADSQ00000000. This version of the project (01) has the accession number ADSQ01000000, and consists of sequences ADSQ01000001-ADSQ01001098.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 68X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	68X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
326	428907838	ADSP00000000	ADSP00000000.1	SAMN02403089	PRJNA47685	ADSP01000001	ADSP01001119	Yersinia pestis J1963002	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis J1963002, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1119	DNA	Direct Submission	WGS	Yersinia pestis J1963002	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis J1963002 whole genome shotgun (WGS) project has the project accession ADSP00000000. This version of the project (01) has the accession number ADSP01000000, and consists of sequences ADSP01000001-ADSP01001119.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 55X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	55X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
327	428906718	ADSO00000000	ADSO00000000.1	SAMN02403088	PRJNA47685	ADSO01000001	ADSO01001526	Yersinia pestis I2001001	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis I2001001, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1526	DNA	Direct Submission	WGS	Yersinia pestis I2001001	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis I2001001 whole genome shotgun (WGS) project has the project accession ADSO00000000. This version of the project (01) has the accession number ADSO01000000, and consists of sequences ADSO01000001-ADSO01001526.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 87X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	87X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
328	428905191	ADSN00000000	ADSN00000000.1	SAMN02403087	PRJNA47685	ADSN01000001	ADSN01001247	Yersinia pestis I1994006	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis I1994006, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1247	DNA	Direct Submission	WGS	Yersinia pestis I1994006	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis I1994006 whole genome shotgun (WGS) project has the project accession ADSN00000000. This version of the project (01) has the accession number ADSN01000000, and consists of sequences ADSN01000001-ADSN01001247.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 69X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	69X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
