id	SRA_id	SRABioProjectAccession	SRABioSampleAccession	SRAExperimentAccession	SRARunAccession	SRASampleAccession	SRAExperimentName	SRAExperimentStatus	SRAExperimentVersion	SRAIsPublic	SRASampleName	SRAStaticDataAvailable	SRAStudyAcc	SRAStudName	SRATitle	SRAOrganismName	SRAOrganismTaxID	SRAClusterName	SRAInstrumentModel	SRALibraryName	SRALibraryLayout	SRALibrarySelection	SRALibrarySource	SRALibraryStrategy	SRAPlatform	SRATotalBases	SRATotalSize	SRATotalSpots	SRATotalRuns	SRACreateDate	SRAUpdateDate	SRACenterName	SRAContactName	SRALabName	SRASubmitterAccession	SRAComment
287	4822576	PRJNA421720	SAMN08161653	SRX3462562	SRR6367090	SRS2750686	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3241	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	79717554	50823641	428589	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
288	4822575	PRJNA421720	SAMN08161818	SRX3462561	SRR6367091	SRS2750708	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3557	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	525271626	327000588	2824041	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
289	4822574	PRJNA421720	SAMN08161817	SRX3462560	SRR6367092	SRS2750685	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3555	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	325219512	207132768	1748492	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
290	4822573	PRJNA421720	SAMN08161810	SRX3462559	SRR6367093	SRS2750684	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3543	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	315586200	214468448	1696700	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
291	4822572	PRJNA421720	SAMN08161809	SRX3462558	SRR6367094	SRS2750683	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3542	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	516325584	370331122	2775944	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
292	4822571	PRJNA421720	SAMN08161812	SRX3462557	SRR6367095	SRS2750682	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3545	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	290907906	179138186	1564021	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
293	4822570	PRJNA421720	SAMN08161811	SRX3462556	SRR6367096	SRS2750696	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3544	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	624867558	415432969	3359503	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
294	4822569	PRJNA421720	SAMN08161814	SRX3462555	SRR6367097	SRS2750739	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3548	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	460817604	258259067	2477514	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
295	4822568	PRJNA421720	SAMN08161813	SRX3462554	SRR6367098	SRS2750730	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3547	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	229155162	143408913	1232017	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
296	4822567	PRJNA421720	SAMN08161816	SRX3462553	SRR6367099	SRS2750691	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3551	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	737073174	456491324	3962759	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
297	4822566	PRJNA421720	SAMN08161815	SRX3462552	SRR6367100	SRS2750693	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3549	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	198017646	122281519	1064611	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
298	4822565	PRJNA421720	SAMN08161741	SRX3462551	SRR6367101	SRS2750681	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3463	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	603537636	332722779	3244826	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
299	4822564	PRJNA421720	SAMN08161742	SRX3462550	SRR6367102	SRS2750680	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3464	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	360970386	241331187	1940701	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
300	4822563	PRJNA421720	SAMN08161739	SRX3462549	SRR6367103	SRS2750679	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3461	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	744739536	533369332	4003976	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
301	4822562	PRJNA421720	SAMN08161740	SRX3462548	SRR6367104	SRS2750700	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3462	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	957598494	667614994	5148379	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
302	4822561	PRJNA421720	SAMN08161745	SRX3462547	SRR6367105	SRS2750673	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3468	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	182561976	109335561	981516	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
303	4822560	PRJNA421720	SAMN08161746	SRX3462546	SRR6367106	SRS2750672	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3470	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	720155172	517387784	3871802	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
304	4822559	PRJNA421720	SAMN08161743	SRX3462545	SRR6367107	SRS2750674	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3465	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	857018064	614128852	4607624	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
305	4822558	PRJNA421720	SAMN08161744	SRX3462544	SRR6367108	SRS2750747	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3466	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	662529024	476618190	3561984	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
306	4822557	PRJNA421720	SAMN08161747	SRX3462543	SRR6367109	SRS2750671	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3471	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	769375980	550729023	4136430	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
307	4822556	PRJNA421720	SAMN08161748	SRX3462542	SRR6367110	SRS2750723	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3472	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	439529160	294602876	2363060	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
308	4822555	PRJNA421720	SAMN08161976	SRX3462541	SRR6367111	SRS2750666	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3826	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	164405028	99555547	883898	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
309	4822554	PRJNA421720	SAMN08161975	SRX3462540	SRR6367112	SRS2750665	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3825	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	169445256	102290898	910996	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
310	4822553	PRJNA421720	SAMN08161974	SRX3462539	SRR6367113	SRS2750694	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3824	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	356392926	237373861	1916091	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
311	4822552	PRJNA421720	SAMN08161973	SRX3462538	SRR6367114	SRS2750676	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3823	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	335154516	204082804	1801906	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
312	4822551	PRJNA421720	SAMN08161972	SRX3462537	SRR6367115	SRS2750690	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3822	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	683644860	453464242	3675510	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
313	4822550	PRJNA421720	SAMN08161971	SRX3462536	SRR6367116	SRS2750678	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3821	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	621036888	413675738	3338908	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
314	4822549	PRJNA421720	SAMN08161970	SRX3462535	SRR6367117	SRS2750677	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3820	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	223008792	131956087	1198972	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
315	4822548	PRJNA421720	SAMN08161969	SRX3462534	SRR6367118	SRS2750662	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3819	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	632745030	426643342	3401855	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
316	4822547	PRJNA421720	SAMN08161880	SRX3462533	SRR6367119	SRS2750663	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3680	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	463413978	308751585	2491473	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
317	4822546	PRJNA421720	SAMN08161978	SRX3462532	SRR6367120	SRS2750659	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3829	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	205584870	119854132	1105295	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
318	4822545	PRJNA421720	SAMN08161977	SRX3462531	SRR6367121	SRS2750689	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3828	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	167982366	100723125	903131	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
319	4822544	PRJNA421720	SAMN08161879	SRX3462530	SRR6367122	SRS2750658	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3679	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	294130356	198844261	1581346	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
320	4822543	PRJNA421720	SAMN08161875	SRX3462529	SRR6367123	SRS2750714	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3665	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	635025576	393106075	3414116	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
321	4822542	PRJNA421720	SAMN08161876	SRX3462528	SRR6367124	SRS2750656	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3668	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	560245950	373092097	3012075	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
322	4822541	PRJNA421720	SAMN08161873	SRX3462527	SRR6367125	SRS2750668	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3660	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	624306768	424461967	3356488	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
323	4822540	PRJNA421720	SAMN08161874	SRX3462526	SRR6367126	SRS2750653	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3661	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	661043070	441193913	3553995	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
324	4822539	PRJNA421720	SAMN08161871	SRX3462525	SRR6367127	SRS2750657	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3658	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	572696604	286304272	3079014	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
325	4822538	PRJNA421720	SAMN08161872	SRX3462524	SRR6367128	SRS2750650	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3659	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	649777980	435167992	3493430	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
326	4822537	PRJNA421720	SAMN08161869	SRX3462523	SRR6367129	SRS2750649	Whole genome sequencing of Yersinia pestis from Brazil	public	1	true		true	SRP126528	Yersinia pestis Genome sequencing	Whole genome sequencing of Yersinia pestis from Brazil	None	632	public	Illumina HiSeq 2000	Yersinia_pestis_Yp3655	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	523759260	345263917	2815910	1	2018/12/13	2017/12/11	Northern Arizona University	Charles Williamson	Pathogen and Microbiome Institute	SRA637518	None
